influencer_id,influencer_size_category,followers_count,avg_reach,avg_impressions,engagement_rate,avg_engagements_per_post,audience_gender_split,audience_age_split,audience_country_top3,audience_city_top3,follower_growth_rate
547,mid,290727,141211,269593,0.0266,7733,"{'male': 22.0, 'female': 78.0}","{'13-17': 13.53, '18-24': 13.53, '25-34': 9.41, '35-44': 18.24, '45-54': 22.94, '55+': 22.35}","{'UK': 35.48, 'UAE': 29.03, 'Germany': 16.13}","{'Delhi': 16.14, 'Chennai': 15.7, 'Kolkata': 15.7}",0.014
548,macro,734206,334179,405330,0.0442,32451,"{'male': 40.48, 'female': 59.52}","{'13-17': 16.8, '18-24': 5.6, '25-34': 4.8, '35-44': 30.4, '45-54': 13.6, '55+': 28.8}","{'UK': 31.48, 'USA': 21.3, 'Germany': 19.44}","{'London': 18.59, 'Chennai': 18.09, 'Kolkata': 18.09}",0.128
549,nano,6963,4075,4419,0.1166,811,"{'male': 70.21, 'female': 29.79}","{'13-17': 18.8, '18-24': 15.04, '25-34': 13.53, '35-44': 17.29, '45-54': 19.55, '55+': 15.79}","{'UAE': 36.0, 'USA': 21.33, 'Germany': 20.0}","{'Bangalore': 21.79, 'Chennai': 20.67, 'Delhi': 17.88}",0.022
550,mega,3388175,1398213,2053319,0.0134,45401,"{'male': 47.95, 'female': 52.05}","{'13-17': 25.56, '18-24': 26.67, '25-34': 7.78, '35-44': 5.56, '45-54': 23.33, '55+': 11.11}","{'Germany': 28.35, 'USA': 26.77, 'India': 18.11}","{'Chennai': 16.92, 'New York': 16.42, 'Bangalore': 15.92}",0.152
551,mid,124297,69352,100512,0.0353,4387,"{'male': 52.5, 'female': 47.5}","{'13-17': 4.9, '18-24': 16.67, '25-34': 6.86, '35-44': 33.33, '45-54': 23.53, '55+': 14.71}","{'India': 31.4, 'UAE': 25.62, 'UK': 21.49}","{'London': 23.78, 'Mumbai': 15.85, 'Delhi': 14.02}",0.173
552,micro,42267,18147,32349,0.0519,2193,"{'male': 35.59, 'female': 64.41}","{'13-17': 26.76, '18-24': 22.54, '25-34': 17.61, '35-44': 5.63, '45-54': 10.56, '55+': 16.9}","{'India': 31.9, 'UK': 23.28, 'Germany': 21.55}","{'Bangalore': 22.46, 'Mumbai': 21.01, 'Chennai': 12.32}",0.045
553,mid,154636,78271,81367,0.0655,10128,"{'male': 55.32, 'female': 44.68}","{'13-17': 11.59, '18-24': 9.42, '25-34': 10.87, '35-44': 21.01, '45-54': 23.91, '55+': 23.19}","{'UK': 23.75, 'Germany': 23.75, 'USA': 22.5}","{'Mumbai': 18.48, 'Hyderabad': 18.48, 'London': 13.74}",0.125
554,nano,8314,4475,4818,0.0921,765,"{'male': 49.37, 'female': 50.63}","{'13-17': 19.13, '18-24': 29.57, '25-34': 15.65, '35-44': 12.17, '45-54': 7.83, '55+': 15.65}","{'USA': 24.79, 'UK': 23.08, 'India': 22.22}","{'Kolkata': 21.23, 'New York': 19.55, 'Mumbai': 17.88}",0.002
555,nano,6110,3103,6075,0.1446,883,"{'male': 51.22, 'female': 48.78}","{'13-17': 21.77, '18-24': 11.29, '25-34': 31.45, '35-44': 8.87, '45-54': 11.29, '55+': 15.32}","{'India': 25.81, 'Germany': 24.19, 'USA': 23.39}","{'Bangalore': 20.83, 'Delhi': 20.24, 'Kolkata': 16.67}",0.054
556,micro,87965,41605,63370,0.0697,6131,"{'male': 78.57, 'female': 21.43}","{'13-17': 5.45, '18-24': 18.18, '25-34': 11.82, '35-44': 21.82, '45-54': 25.45, '55+': 17.27}","{'India': 38.78, 'Germany': 22.45, 'USA': 21.43}","{'Chennai': 28.68, 'London': 24.26, 'Delhi': 22.06}",0.088
557,nano,5716,3318,3531,0.1289,736,"{'male': 65.38, 'female': 34.62}","{'13-17': 6.42, '18-24': 28.44, '25-34': 11.93, '35-44': 33.94, '45-54': 8.26, '55+': 11.01}","{'UAE': 32.65, 'USA': 22.45, 'Germany': 22.45}","{'Hyderabad': 20.21, 'Mumbai': 18.13, 'Kolkata': 15.54}",-0.018
558,micro,35853,15550,18751,0.0364,1305,"{'male': 42.0, 'female': 58.0}","{'13-17': 12.28, '18-24': 20.18, '25-34': 7.89, '35-44': 23.68, '45-54': 24.56, '55+': 11.4}","{'UK': 26.27, 'India': 23.73, 'USA': 21.19}","{'Hyderabad': 21.97, 'Delhi': 18.5, 'Chennai': 16.76}",0.072
559,micro,49563,29352,50952,0.0307,1521,"{'male': 53.7, 'female': 46.3}","{'13-17': 6.61, '18-24': 12.4, '25-34': 11.57, '35-44': 26.45, '45-54': 29.75, '55+': 13.22}","{'UK': 38.03, 'USA': 19.72, 'UAE': 18.31}","{'Delhi': 18.95, 'Bangalore': 17.89, 'London': 14.21}",-0.0
560,mega,4655334,2656026,5011727,0.0105,48881,"{'male': 54.35, 'female': 45.65}","{'13-17': 15.29, '18-24': 25.48, '25-34': 22.93, '35-44': 10.83, '45-54': 13.38, '55+': 12.1}","{'USA': 37.5, 'Germany': 26.92, 'UAE': 13.46}","{'London': 23.33, 'Mumbai': 20.0, 'Delhi': 18.67}",-0.037
561,mid,222310,89693,106180,0.0378,8403,"{'male': 65.45, 'female': 34.55}","{'13-17': 20.71, '18-24': 12.86, '25-34': 5.71, '35-44': 22.14, '45-54': 15.71, '55+': 22.86}","{'India': 41.76, 'Germany': 25.27, 'USA': 16.48}","{'New York': 17.78, 'Bangalore': 17.33, 'Kolkata': 17.33}",-0.043
562,macro,674643,316012,581803,0.0256,17270,"{'male': 50.0, 'female': 50.0}","{'13-17': 5.81, '18-24': 27.91, '25-34': 39.53, '35-44': 10.47, '45-54': 5.81, '55+': 10.47}","{'UK': 26.53, 'Germany': 23.47, 'USA': 22.45}","{'London': 20.21, 'Kolkata': 19.68, 'Delhi': 15.96}",0.14
563,mid,290617,151210,166897,0.0446,12961,"{'male': 46.34, 'female': 53.66}","{'13-17': 8.47, '18-24': 33.9, '25-34': 6.78, '35-44': 19.49, '45-54': 8.47, '55+': 22.88}","{'UK': 27.42, 'Germany': 26.61, 'India': 24.19}","{'London': 24.38, 'Mumbai': 18.75, 'Hyderabad': 15.62}",0.104
564,micro,33546,15953,17789,0.0484,1623,"{'male': 46.51, 'female': 53.49}","{'13-17': 19.48, '18-24': 5.19, '25-34': 22.73, '35-44': 15.58, '45-54': 18.83, '55+': 18.18}","{'UAE': 25.97, 'USA': 25.32, 'Germany': 22.08}","{'Mumbai': 18.18, 'Delhi': 18.18, 'Kolkata': 14.35}",0.069
565,micro,80047,46054,58254,0.0955,7644,"{'male': 41.18, 'female': 58.82}","{'13-17': 16.67, '18-24': 28.7, '25-34': 16.67, '35-44': 12.96, '45-54': 15.74, '55+': 9.26}","{'UK': 25.0, 'India': 23.12, 'UAE': 22.5}","{'London': 20.3, 'Kolkata': 16.75, 'Delhi': 15.23}",0.069
566,nano,4377,2594,4041,0.0947,414,"{'male': 63.79, 'female': 36.21}","{'13-17': 22.22, '18-24': 18.95, '25-34': 17.65, '35-44': 6.54, '45-54': 9.8, '55+': 24.84}","{'USA': 33.64, 'UK': 28.18, 'UAE': 19.09}","{'New York': 19.05, 'Chennai': 18.45, 'Delhi': 17.86}",0.182
567,macro,895511,475448,556567,0.0215,19253,"{'male': 56.86, 'female': 43.14}","{'13-17': 10.99, '18-24': 6.59, '25-34': 15.38, '35-44': 13.19, '45-54': 35.16, '55+': 18.68}","{'USA': 28.97, 'UK': 28.97, 'India': 26.17}","{'Delhi': 26.24, 'London': 19.15, 'Mumbai': 15.6}",0.185
568,micro,69229,38707,58382,0.0552,3821,"{'male': 26.67, 'female': 73.33}","{'13-17': 9.93, '18-24': 12.58, '25-34': 25.17, '35-44': 9.93, '45-54': 19.87, '55+': 22.52}","{'Germany': 34.48, 'UAE': 31.03, 'India': 14.66}","{'New York': 24.78, 'Hyderabad': 13.27, 'Kolkata': 13.27}",0.144
569,mid,179284,98729,104537,0.0596,10685,"{'male': 53.45, 'female': 46.55}","{'13-17': 25.87, '18-24': 27.97, '25-34': 10.49, '35-44': 8.39, '45-54': 3.5, '55+': 23.78}","{'USA': 30.23, 'UAE': 27.91, 'India': 17.44}","{'Mumbai': 23.81, 'Chennai': 23.81, 'New York': 18.45}",0.071
570,nano,1839,833,1007,0.097,178,"{'male': 26.09, 'female': 73.91}","{'13-17': 21.08, '18-24': 22.29, '25-34': 9.04, '35-44': 8.43, '45-54': 20.48, '55+': 18.67}","{'India': 28.26, 'Germany': 27.54, 'UAE': 22.46}","{'Mumbai': 17.13, 'New York': 14.81, 'Delhi': 12.96}",0.194
571,mid,257556,147232,194935,0.0642,16535,"{'male': 60.98, 'female': 39.02}","{'13-17': 22.43, '18-24': 23.36, '25-34': 15.89, '35-44': 5.61, '45-54': 9.35, '55+': 23.36}","{'UAE': 35.0, 'Germany': 32.5, 'USA': 13.75}","{'New York': 18.66, 'Hyderabad': 17.91, 'Chennai': 17.91}",0.073
572,nano,5104,2993,3356,0.0626,319,"{'male': 19.23, 'female': 80.77}","{'13-17': 15.58, '18-24': 9.09, '25-34': 12.99, '35-44': 40.26, '45-54': 12.99, '55+': 9.09}","{'UK': 25.16, 'UAE': 25.16, 'Germany': 21.38}","{'Bangalore': 24.49, 'London': 22.45, 'Chennai': 14.97}",0.199
573,micro,17238,7102,13060,0.0988,1703,"{'male': 44.07, 'female': 55.93}","{'13-17': 19.53, '18-24': 19.53, '25-34': 9.47, '35-44': 23.67, '45-54': 14.2, '55+': 13.61}","{'India': 32.38, 'Germany': 28.57, 'UK': 27.62}","{'Bangalore': 26.03, 'Mumbai': 20.55, 'London': 15.07}",0.044
574,mega,3279811,1560785,2722448,0.0171,56084,"{'male': 48.98, 'female': 51.02}","{'13-17': 26.15, '18-24': 10.0, '25-34': 7.69, '35-44': 8.46, '45-54': 20.0, '55+': 27.69}","{'UAE': 26.62, 'India': 24.46, 'USA': 22.3}","{'London': 18.48, 'Mumbai': 18.01, 'Kolkata': 17.54}",0.152
575,nano,1013,464,672,0.0733,74,"{'male': 56.76, 'female': 43.24}","{'13-17': 14.39, '18-24': 5.3, '25-34': 17.42, '35-44': 9.85, '45-54': 23.48, '55+': 29.55}","{'Germany': 27.78, 'USA': 26.39, 'India': 21.53}","{'Bangalore': 15.34, 'New York': 15.34, 'Kolkata': 14.77}",-0.029
576,micro,23663,13690,20544,0.0822,1945,"{'male': 55.36, 'female': 44.64}","{'13-17': 18.58, '18-24': 15.85, '25-34': 11.48, '35-44': 20.22, '45-54': 13.66, '55+': 20.22}","{'USA': 37.23, 'UK': 29.79, 'Germany': 15.96}","{'Bangalore': 17.37, 'New York': 17.37, 'Delhi': 15.02}",0.097
577,micro,80734,44828,64253,0.0855,6902,"{'male': 27.5, 'female': 72.5}","{'13-17': 20.53, '18-24': 17.22, '25-34': 6.62, '35-44': 21.85, '45-54': 7.95, '55+': 25.83}","{'Germany': 24.84, 'India': 24.22, 'UK': 24.22}","{'London': 15.74, 'New York': 15.28, 'Chennai': 13.89}",0.015
578,macro,921279,549133,735133,0.0456,42010,"{'male': 57.14, 'female': 42.86}","{'13-17': 13.91, '18-24': 8.61, '25-34': 15.23, '35-44': 21.19, '45-54': 25.83, '55+': 15.23}","{'UK': 30.08, 'Germany': 30.08, 'UAE': 16.26}","{'Delhi': 21.67, 'Mumbai': 15.0, 'New York': 13.89}",0.151
579,micro,73299,33426,59285,0.0573,4200,"{'male': 43.48, 'female': 56.52}","{'13-17': 7.09, '18-24': 26.77, '25-34': 7.09, '35-44': 29.13, '45-54': 3.94, '55+': 25.98}","{'UK': 31.51, 'UAE': 24.66, 'India': 19.18}","{'Delhi': 15.25, 'Bangalore': 15.25, 'London': 14.83}",0.063
580,micro,41060,20233,39054,0.0326,1338,"{'male': 31.25, 'female': 68.75}","{'13-17': 6.62, '18-24': 7.28, '25-34': 22.52, '35-44': 19.21, '45-54': 23.18, '55+': 21.19}","{'UAE': 42.31, 'India': 21.79, 'Germany': 15.38}","{'Chennai': 21.05, 'Hyderabad': 17.37, 'New York': 16.32}",0.146
581,mid,218915,110085,126601,0.069,15105,"{'male': 40.0, 'female': 60.0}","{'13-17': 30.77, '18-24': 14.53, '25-34': 17.95, '35-44': 23.08, '45-54': 6.84, '55+': 6.84}","{'USA': 26.09, 'UAE': 26.09, 'Germany': 19.13}","{'Delhi': 19.53, 'Chennai': 18.93, 'Bangalore': 14.79}",0.138
582,mid,215002,106068,136179,0.0448,9632,"{'male': 75.0, 'female': 25.0}","{'13-17': 19.23, '18-24': 23.72, '25-34': 25.0, '35-44': 19.87, '45-54': 4.49, '55+': 7.69}","{'UAE': 32.76, 'UK': 29.31, 'India': 17.24}","{'New York': 25.83, 'Bangalore': 24.17, 'Chennai': 23.33}",0.103
583,mid,211605,125536,221033,0.0254,5374,"{'male': 81.63, 'female': 18.37}","{'13-17': 21.59, '18-24': 13.07, '25-34': 22.16, '35-44': 19.32, '45-54': 18.18, '55+': 5.68}","{'India': 36.36, 'USA': 32.95, 'UK': 12.5}","{'Mumbai': 18.18, 'London': 17.11, 'Hyderabad': 14.97}",-0.005
584,mega,2634563,1287993,2267146,0.0265,69815,"{'male': 63.16, 'female': 36.84}","{'13-17': 11.72, '18-24': 7.81, '25-34': 20.31, '35-44': 6.25, '45-54': 27.34, '55+': 26.56}","{'USA': 28.95, 'UK': 26.32, 'Germany': 25.44}","{'Bangalore': 16.26, 'Chennai': 15.27, 'New York': 15.27}",0.129
585,mid,150224,85026,155657,0.0349,5242,"{'male': 51.61, 'female': 48.39}","{'13-17': 30.25, '18-24': 31.09, '25-34': 12.61, '35-44': 5.88, '45-54': 12.61, '55+': 7.56}","{'UK': 29.67, 'USA': 28.57, 'Germany': 18.68}","{'Bangalore': 18.58, 'Kolkata': 14.21, 'Delhi': 13.66}",0.057
586,nano,2547,1179,1272,0.1042,265,"{'male': 48.89, 'female': 51.11}","{'13-17': 7.59, '18-24': 23.42, '25-34': 20.25, '35-44': 13.92, '45-54': 19.62, '55+': 15.19}","{'UK': 27.27, 'USA': 26.57, 'Germany': 20.98}","{'London': 21.84, 'New York': 19.54, 'Kolkata': 17.82}",0.001
587,nano,5017,2367,3032,0.1192,598,"{'male': 60.0, 'female': 40.0}","{'13-17': 24.46, '18-24': 8.63, '25-34': 11.51, '35-44': 12.23, '45-54': 25.18, '55+': 17.99}","{'India': 35.14, 'UK': 24.32, 'UAE': 18.02}","{'Kolkata': 22.22, 'Delhi': 13.33, 'Hyderabad': 12.78}",0.028
588,macro,577387,301951,366853,0.0241,13915,"{'male': 55.56, 'female': 44.44}","{'13-17': 25.34, '18-24': 16.44, '25-34': 19.86, '35-44': 26.71, '45-54': 5.48, '55+': 6.16}","{'USA': 29.41, 'UAE': 29.41, 'UK': 17.65}","{'New York': 23.08, 'Bangalore': 19.53, 'Mumbai': 15.98}",0.131
589,nano,1598,683,916,0.06,95,"{'male': 80.0, 'female': 20.0}","{'13-17': 13.87, '18-24': 16.79, '25-34': 20.44, '35-44': 8.03, '45-54': 16.06, '55+': 24.82}","{'UAE': 28.83, 'UK': 26.13, 'Germany': 24.32}","{'New York': 15.88, 'London': 15.02, 'Kolkata': 14.16}",0.089
590,mid,328970,184648,327293,0.0218,7171,"{'male': 45.45, 'female': 54.55}","{'13-17': 17.91, '18-24': 8.21, '25-34': 21.64, '35-44': 21.64, '45-54': 6.72, '55+': 23.88}","{'UK': 27.78, 'UAE': 25.4, 'India': 23.02}","{'Kolkata': 18.54, 'Mumbai': 18.05, 'London': 14.15}",-0.043
591,micro,58010,28864,52177,0.0772,4478,"{'male': 33.33, 'female': 66.67}","{'13-17': 3.4, '18-24': 16.33, '25-34': 27.21, '35-44': 18.37, '45-54': 14.97, '55+': 19.73}","{'Germany': 29.01, 'USA': 22.9, 'India': 19.85}","{'Mumbai': 17.89, 'Bangalore': 16.84, 'Hyderabad': 16.32}",-0.018
592,mid,459221,268439,453453,0.0428,19654,"{'male': 52.05, 'female': 47.95}","{'13-17': 24.59, '18-24': 28.69, '25-34': 9.84, '35-44': 20.49, '45-54': 11.48, '55+': 4.92}","{'India': 27.62, 'UAE': 26.67, 'Germany': 22.86}","{'London': 20.35, 'Mumbai': 16.86, 'Hyderabad': 15.7}",0.002
593,mid,304133,134006,245686,0.0638,19403,"{'male': 37.04, 'female': 62.96}","{'13-17': 27.14, '18-24': 8.57, '25-34': 23.57, '35-44': 17.86, '45-54': 10.71, '55+': 12.14}","{'UAE': 30.91, 'India': 29.09, 'USA': 28.18}","{'Mumbai': 21.51, 'London': 18.6, 'New York': 15.7}",0.144
594,macro,726664,306984,530234,0.0485,35243,"{'male': 69.57, 'female': 30.43}","{'13-17': 25.64, '18-24': 6.41, '25-34': 21.79, '35-44': 7.69, '45-54': 20.51, '55+': 17.95}","{'UK': 26.28, 'UAE': 22.63, 'USA': 20.44}","{'Mumbai': 19.02, 'New York': 18.48, 'London': 17.39}",0.102
595,mid,472151,245345,350212,0.0523,24693,"{'male': 52.17, 'female': 47.83}","{'13-17': 21.71, '18-24': 30.23, '25-34': 19.38, '35-44': 6.98, '45-54': 9.3, '55+': 12.4}","{'India': 36.04, 'UK': 36.04, 'UAE': 14.41}","{'Bangalore': 24.36, 'Hyderabad': 23.72, 'Chennai': 19.87}",-0.031
596,macro,567885,283064,360537,0.0393,22317,"{'male': 37.1, 'female': 62.9}","{'13-17': 15.46, '18-24': 19.59, '25-34': 7.22, '35-44': 38.14, '45-54': 11.34, '55+': 8.25}","{'UAE': 39.0, 'USA': 19.0, 'Germany': 19.0}","{'Mumbai': 20.62, 'Kolkata': 18.04, 'Bangalore': 16.49}",0.168
597,mid,386903,195916,303265,0.0233,9014,"{'male': 44.44, 'female': 55.56}","{'13-17': 25.81, '18-24': 4.03, '25-34': 9.68, '35-44': 4.03, '45-54': 32.26, '55+': 24.19}","{'USA': 33.62, 'Germany': 25.0, 'UAE': 23.28}","{'Kolkata': 21.67, 'Chennai': 18.33, 'New York': 16.11}",0.036
598,mid,329974,133481,232092,0.0297,9800,"{'male': 69.57, 'female': 30.43}","{'13-17': 14.86, '18-24': 18.86, '25-34': 17.14, '35-44': 22.86, '45-54': 18.29, '55+': 8.0}","{'Germany': 31.87, 'India': 25.27, 'UAE': 20.88}","{'Delhi': 21.91, 'Chennai': 20.22, 'London': 16.85}",0.05
599,mid,212650,91918,140535,0.0372,7910,"{'male': 69.44, 'female': 30.56}","{'13-17': 8.97, '18-24': 21.15, '25-34': 7.69, '35-44': 21.79, '45-54': 25.0, '55+': 15.38}","{'UK': 29.73, 'USA': 26.13, 'UAE': 24.32}","{'Chennai': 24.5, 'Delhi': 20.53, 'New York': 18.54}",0.145
600,mid,398395,229010,393215,0.0403,16055,"{'male': 50.0, 'female': 50.0}","{'13-17': 19.86, '18-24': 9.59, '25-34': 21.92, '35-44': 12.33, '45-54': 25.34, '55+': 10.96}","{'India': 28.79, 'Germany': 28.79, 'UAE': 22.73}","{'Hyderabad': 18.33, 'New York': 18.33, 'Kolkata': 15.0}",0.106
601,mid,335478,196284,268211,0.0476,15968,"{'male': 29.73, 'female': 70.27}","{'13-17': 9.72, '18-24': 20.14, '25-34': 27.08, '35-44': 14.58, '45-54': 20.14, '55+': 8.33}","{'India': 26.89, 'USA': 22.69, 'UK': 16.81}","{'London': 24.07, 'Chennai': 19.75, 'Mumbai': 15.43}",-0.036
602,mid,300532,169131,169290,0.0664,19955,"{'male': 53.57, 'female': 46.43}","{'13-17': 6.72, '18-24': 16.42, '25-34': 10.45, '35-44': 23.13, '45-54': 26.12, '55+': 17.16}","{'UAE': 30.28, 'UK': 26.61, 'USA': 20.18}","{'Chennai': 25.0, 'Bangalore': 18.38, 'Hyderabad': 16.91}",-0.007
603,micro,15919,7977,10857,0.0759,1208,"{'male': 47.76, 'female': 52.24}","{'13-17': 12.4, '18-24': 4.96, '25-34': 32.23, '35-44': 18.18, '45-54': 10.74, '55+': 21.49}","{'USA': 37.5, 'Germany': 26.25, 'India': 18.75}","{'Mumbai': 23.87, 'Kolkata': 20.65, 'Bangalore': 15.48}",0.164
604,micro,47107,20431,24697,0.0501,2360,"{'male': 41.67, 'female': 58.33}","{'13-17': 20.5, '18-24': 22.98, '25-34': 4.97, '35-44': 18.01, '45-54': 22.36, '55+': 11.18}","{'Germany': 28.77, 'UK': 21.92, 'India': 17.81}","{'Delhi': 21.47, 'Chennai': 16.95, 'London': 16.38}",0.004
605,micro,47535,24286,32973,0.0409,1944,"{'male': 52.11, 'female': 47.89}","{'13-17': 3.7, '18-24': 11.11, '25-34': 20.74, '35-44': 8.15, '45-54': 26.67, '55+': 29.63}","{'USA': 35.9, 'UAE': 35.9, 'India': 11.54}","{'Bangalore': 24.2, 'New York': 22.29, 'London': 19.75}",0.18
606,mid,247534,144795,145053,0.0431,10668,"{'male': 75.0, 'female': 25.0}","{'13-17': 21.64, '18-24': 9.36, '25-34': 21.05, '35-44': 14.04, '45-54': 14.62, '55+': 19.3}","{'UK': 32.26, 'UAE': 20.43, 'India': 18.28}","{'Hyderabad': 29.09, 'Bangalore': 17.27, 'Delhi': 11.82}",0.138
607,mid,398302,166210,189002,0.0523,20831,"{'male': 50.0, 'female': 50.0}","{'13-17': 4.03, '18-24': 26.61, '25-34': 16.13, '35-44': 16.13, '45-54': 25.81, '55+': 11.29}","{'UAE': 25.83, 'USA': 24.17, 'Germany': 17.5}","{'Delhi': 20.79, 'London': 20.22, 'Bangalore': 16.29}",0.134
608,mid,207553,95566,158611,0.0582,12079,"{'male': 74.42, 'female': 25.58}","{'13-17': 9.8, '18-24': 18.3, '25-34': 15.69, '35-44': 20.92, '45-54': 13.73, '55+': 21.57}","{'India': 28.57, 'Germany': 27.73, 'USA': 22.69}","{'Delhi': 19.23, 'London': 17.58, 'New York': 15.38}",-0.039
609,mid,406291,166653,179582,0.0239,9710,"{'male': 51.16, 'female': 48.84}","{'13-17': 5.6, '18-24': 24.8, '25-34': 10.4, '35-44': 16.0, '45-54': 24.0, '55+': 19.2}","{'USA': 25.83, 'Germany': 23.84, 'UK': 18.54}","{'Mumbai': 20.21, 'Chennai': 19.68, 'Bangalore': 16.49}",0.149
610,mid,413643,233687,419462,0.0327,13526,"{'male': 33.33, 'female': 66.67}","{'13-17': 17.73, '18-24': 11.35, '25-34': 5.67, '35-44': 26.95, '45-54': 26.24, '55+': 12.06}","{'UAE': 34.48, 'USA': 31.03, 'India': 14.66}","{'Chennai': 21.39, 'Kolkata': 21.39, 'London': 13.9}",-0.047
611,macro,664360,323728,635517,0.0422,28035,"{'male': 41.51, 'female': 58.49}","{'13-17': 9.33, '18-24': 10.67, '25-34': 9.33, '35-44': 25.33, '45-54': 21.33, '55+': 24.0}","{'Germany': 29.84, 'India': 25.81, 'UAE': 20.97}","{'Bangalore': 24.09, 'New York': 17.52, 'London': 13.87}",-0.031
612,nano,8842,4435,6779,0.0662,585,"{'male': 34.78, 'female': 65.22}","{'13-17': 26.02, '18-24': 6.5, '25-34': 24.39, '35-44': 11.38, '45-54': 13.82, '55+': 17.89}","{'USA': 28.46, 'UK': 20.77, 'India': 17.69}","{'Chennai': 24.84, 'Delhi': 17.65, 'Hyderabad': 17.65}",0.15
613,mid,473188,278768,347867,0.0571,27019,"{'male': 73.08, 'female': 26.92}","{'13-17': 4.46, '18-24': 29.46, '25-34': 16.96, '35-44': 20.54, '45-54': 16.07, '55+': 12.5}","{'UK': 33.62, 'Germany': 25.86, 'USA': 17.24}","{'Kolkata': 24.55, 'New York': 22.73, 'Chennai': 12.73}",0.07
614,macro,867731,403918,623213,0.0317,27507,"{'male': 49.09, 'female': 50.91}","{'13-17': 14.53, '18-24': 21.37, '25-34': 9.4, '35-44': 26.5, '45-54': 20.51, '55+': 7.69}","{'USA': 32.69, 'India': 20.19, 'UAE': 20.19}","{'Hyderabad': 21.59, 'Kolkata': 15.34, 'Chennai': 14.2}",0.17
615,micro,61128,36418,63773,0.0685,4187,"{'male': 50.0, 'female': 50.0}","{'13-17': 24.44, '18-24': 22.22, '25-34': 13.33, '35-44': 5.56, '45-54': 13.33, '55+': 21.11}","{'UK': 33.05, 'UAE': 25.42, 'India': 16.1}","{'Bangalore': 20.88, 'Chennai': 17.58, 'Mumbai': 14.84}",0.16
616,mid,223472,108966,132453,0.0308,6882,"{'male': 28.85, 'female': 71.15}","{'13-17': 17.12, '18-24': 17.81, '25-34': 24.66, '35-44': 5.48, '45-54': 22.6, '55+': 12.33}","{'UK': 30.47, 'India': 20.31, 'USA': 17.19}","{'Mumbai': 18.14, 'Bangalore': 16.74, 'Hyderabad': 14.88}",0.175
617,nano,7381,3002,5264,0.1405,1037,"{'male': 48.94, 'female': 51.06}","{'13-17': 5.41, '18-24': 33.33, '25-34': 23.42, '35-44': 18.02, '45-54': 14.41, '55+': 5.41}","{'Germany': 28.35, 'India': 27.56, 'USA': 20.47}","{'Delhi': 17.7, 'London': 17.26, 'New York': 14.6}",-0.035
618,micro,21999,11713,17229,0.0737,1621,"{'male': 65.57, 'female': 34.43}","{'13-17': 28.37, '18-24': 7.09, '25-34': 7.8, '35-44': 18.44, '45-54': 14.89, '55+': 23.4}","{'USA': 41.54, 'India': 26.15, 'Germany': 13.85}","{'Mumbai': 21.25, 'New York': 21.25, 'Delhi': 20.62}",0.138
619,macro,510143,227024,264707,0.0379,19334,"{'male': 65.79, 'female': 34.21}","{'13-17': 11.11, '18-24': 30.95, '25-34': 5.56, '35-44': 7.14, '45-54': 21.43, '55+': 23.81}","{'USA': 30.77, 'UK': 25.64, 'UAE': 22.22}","{'Delhi': 23.08, 'London': 22.38, 'Chennai': 16.78}",0.005
620,nano,2924,1630,2248,0.1269,371,"{'male': 57.81, 'female': 42.19}","{'13-17': 24.18, '18-24': 8.79, '25-34': 26.37, '35-44': 26.37, '45-54': 6.59, '55+': 7.69}","{'Germany': 28.87, 'India': 27.84, 'USA': 16.49}","{'Chennai': 20.63, 'Hyderabad': 16.4, 'London': 13.23}",0.004
621,nano,1066,628,1032,0.0697,74,"{'male': 25.53, 'female': 74.47}","{'13-17': 4.59, '18-24': 18.35, '25-34': 27.52, '35-44': 9.17, '45-54': 15.6, '55+': 24.77}","{'India': 31.71, 'UK': 26.83, 'UAE': 16.26}","{'Hyderabad': 20.43, 'Delhi': 16.67, 'Mumbai': 14.52}",0.089
622,micro,97710,56528,89906,0.0714,6976,"{'male': 51.43, 'female': 48.57}","{'13-17': 5.08, '18-24': 19.49, '25-34': 7.63, '35-44': 14.41, '45-54': 22.03, '55+': 31.36}","{'India': 26.21, 'UAE': 21.38, 'Germany': 20.0}","{'Chennai': 19.89, 'New York': 17.61, 'Bangalore': 16.48}",0.159
623,nano,8549,4820,7404,0.0767,655,"{'male': 72.22, 'female': 27.78}","{'13-17': 13.91, '18-24': 13.91, '25-34': 19.21, '35-44': 22.52, '45-54': 19.87, '55+': 10.6}","{'India': 35.24, 'UK': 32.38, 'USA': 15.24}","{'Kolkata': 23.49, 'Bangalore': 21.69, 'New York': 16.27}",0.107
624,mid,244847,109434,144554,0.0263,6439,"{'male': 57.58, 'female': 42.42}","{'13-17': 16.81, '18-24': 7.08, '25-34': 7.08, '35-44': 24.78, '45-54': 29.2, '55+': 15.04}","{'USA': 31.96, 'UK': 23.71, 'India': 19.59}","{'Bangalore': 17.86, 'Delhi': 14.73, 'Hyderabad': 14.73}",0.148
625,mid,244792,115385,224895,0.0328,8029,"{'male': 50.63, 'female': 49.37}","{'13-17': 19.83, '18-24': 7.44, '25-34': 4.13, '35-44': 13.22, '45-54': 22.31, '55+': 33.06}","{'UK': 25.32, 'UAE': 24.05, 'Germany': 18.99}","{'London': 19.76, 'New York': 17.96, 'Delhi': 17.37}",0.106
